IATA N°,Cia.,Nro. Docto,Fecha Emisi,$/D,CA,CC,TOTAL TRANSAC,VALOR TARIFA,IMP,TASAS & CARGOS,IVA TARIFA,COM STD,COM SUPL,IVA COM,NETO A PAGAR,,OPERACION N°,FACTURA N°,PAX
12345678,3157965452.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19588.00,19588.00,11155.00,837.62,,1223.98,0.00,,,13216.60,,13217,,0.00
12345678,3157965453.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19588.00,19588.00,11155.00,837.62,,1223.98,0.00,,,13216.60,,13217,,0.00
12345678,3157965454.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19589.00,19589.00,10049.00,6423.70,,0.00,0.00,,,16472.70,,16473,,0.00
12345678,3157965455.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19589.00,19589.00,,0.00,,,,,,,,,,
12345678,3157965456.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19589.00,19589.00,10049.00,6423.70,,0.00,0.00,,,16472.70,,16473,,0.00
12345678,3157965457.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19589.00,19589.00,,0.00,,,,,,,,,,
12345678,3157965458.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19611.00,19611.00,3187.00,325.96,,349.69,0.00,,,0.00,,0,,3862.65
12345678,3157965459.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19611.00,19611.00,3187.00,325.96,,349.69,0.00,,,0.00,,0,,3862.65
12345678,3157965460.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19613.00,19613.00,2323.00,214.48,,254.89,0.00,,,2792.37,,2792,,0.00
12345678,3157965461.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19613.00,19613.00,2323.00,214.48,,254.89,0.00,,,2792.37,,2792,,0.00
12345678,3157965462.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19618.00,19618.00,18227.00,7153.80,,0.00,0.00,,,25380.80,,25381,,0.00
12345678,3157965464.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19648.00,19648.00,2388.00,327.34,,262.02,0.00,,,2905.72,,2977,,0.00
12345678,3157965465.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19659.00,19659.00,4094.00,404.11,,449.21,0.00,,,4947.32,,4947,,0.00
12345678,3157965466.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19659.00,19659.00,4094.00,404.11,,449.21,0.00,,,4947.32,,4947,,0.00
12345678,3157965467.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19662.00,19662.00,2581.00,336.03,,283.20,0.00,,,3161.53,,3200,,0.00
12345678,3157965468.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19667.00,19667.00,5003.00,3703.80,,0.00,50.03,,,8656.77,,8707,,0.00
12345678,3157965469.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19667.00,19667.00,5003.00,3703.80,,0.00,50.03,,,8656.77,,8707,,0.00
12345678,3157965470.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19669.00,19669.00,17319.00,15638.40,,0.00,173.19,,,-173.19,,0,,32957.40
12345678,3157965472.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19670.00,19670.00,7656.00,5355.70,,0.00,76.56,,,12935.14,,13012,,0.00
12345678,3157965473.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19676.00,19676.00,5003.00,3703.80,,0.00,50.03,,,-50.03,,0,,8706.80
12345678,3157965474.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19676.00,19676.00,5003.00,3703.80,,0.00,50.03,,,-50.03,,0,,8706.80
12345678,3157965475.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19694.00,19694.00,3994.00,399.59,,438.19,0.00,,,4831.78,,4832,,0.00
12345678,3157965476.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19694.00,19694.00,3994.00,399.59,,438.19,0.00,,,4831.78,,4832,,0.00
12345678,3157965477.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19698.00,19698.00,5269.00,456.99,,578.14,0.00,,,6304.13,,6304,,0.00
12345678,3157965478.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19698.00,19698.00,4742.00,433.27,,520.32,0.00,,,5695.59,,5696,,0.00
12345678,3157965479.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19698.00,19698.00,4742.00,433.27,,520.32,0.00,,,5695.59,,5696,,0.00
12345678,3157965480.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19706.00,19706.00,3567.00,531.40,,0.00,0.00,,,4098.40,,4098,,0.00
12345678,3157965481.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19706.00,19706.00,3567.00,531.40,,0.00,0.00,,,4098.40,,4098,,0.00
12345678,3157965482.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19710.00,19710.00,2047.00,202.06,,224.61,0.00,,,2473.67,,2474,,0.00
12345678,3157965483.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19710.00,19710.00,2047.00,202.06,,224.61,0.00,,,2473.67,,2474,,0.00
12345678,3157965484.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19710.00,19710.00,2047.00,202.06,,224.61,0.00,,,2473.67,,2474,,0.00
12345678,3157965485.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19710.00,19710.00,1842.00,192.83,,202.11,0.00,,,2236.94,,2237,,0.00
12345678,3157965486.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19711.00,19711.00,5003.00,3703.80,,0.00,50.03,,,8656.77,,8707,,0.00
12345678,3157965487.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19711.00,19711.00,5003.00,3703.80,,0.00,50.03,,,8656.77,,8707,,0.00
12345678,3157965488.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19712.00,19712.00,1942.00,197.33,,213.09,0.00,,,2352.42,,2352,,0.00
12345678,3157965489.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19712.00,19712.00,1942.00,197.33,,213.09,0.00,,,2352.42,,2352,,0.00
12345678,3157965490.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19712.00,19712.00,1942.00,197.33,,213.09,0.00,,,2352.42,,2352,,0.00
12345678,3157965491.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19712.00,19712.00,1487.00,176.86,,163.16,0.00,,,1827.02,,1827,,0.00
12345678,3157965492.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19718.00,19718.00,4959.00,19036.10,,0.00,0.00,,,0.00,,0,,23995.10
12345678,3157965493.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19718.00,19718.00,,0.00,,,,,,,,,,
12345678,3157965494.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19718.00,19718.00,4959.00,19036.10,,0.00,0.00,,,0.00,,0,,23995.10
12345678,3157965495.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19718.00,19718.00,,0.00,,,,,,,,,,
12345678,3157965496.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19720.00,19720.00,48285.00,6030.50,,0.00,0.00,,,0.00,,0,,54315.50
12345678,3157965497.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19720.00,19720.00,43065.00,6030.50,,0.00,0.00,,,0.00,,0,,49095.50
12345678,3157965498.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19720.00,19720.00,48285.00,6030.50,,0.00,0.00,,,45903.50,,45904,,8412.00
12345678,3157965499.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19727.00,19727.00,17319.00,15638.40,,0.00,173.19,,,32784.21,,32957,,0.00
12345678,3157965500.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19729.00,19729.00,9791.00,550.54,,1074.32,0.00,,,0.00,,0,,11415.86
12345678,3157965501.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19729.00,19729.00,9791.00,550.54,,1074.32,0.00,,,0.00,,0,,11415.86
12345678,3157965502.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19731.00,19731.00,16878.00,7212.00,,0.00,168.78,,,23921.22,,24090,,0.00
12345678,3157965503.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19731.00,19731.00,16878.00,7212.00,,0.00,168.78,,,23921.22,,24090,,0.00
12345678,3157965504.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19732.00,19732.00,3335.00,260.02,,365.93,0.00,,,0.00,,0,,3960.95
12345678,3157965505.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19732.00,19732.00,3335.00,260.02,,365.93,0.00,,,0.00,,0,,3960.95
12345678,3157965506.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19742.00,19742.00,2170.00,317.53,,238.10,0.00,,,2725.63,,2726,,0.00
12345678,3157965507.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19742.00,19742.00,2170.00,317.53,,238.10,0.00,,,2725.63,,2726,,0.00
12345678,3157965508.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19742.00,19742.00,2170.00,317.53,,238.10,0.00,,,2725.63,,2726,,0.00
12345678,3157965509.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19742.00,19742.00,2170.00,317.53,,238.10,0.00,,,2725.63,,2726,,0.00
12345678,3157965510.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19742.00,19742.00,1661.00,294.63,,182.25,0.00,,,2137.88,,2138,,0.00
12345678,3157965511.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19742.00,19742.00,1661.00,294.63,,182.25,0.00,,,2137.88,,2138,,0.00
12345678,3157965512.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19751.00,19751.00,4261.00,995.50,,0.00,42.61,,,5213.89,,5257,,0.00
12345678,3157965513.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19769.00,19769.00,1798.00,190.85,,197.29,0.00,,,0.00,,0,,2186.14
12345678,3157965514.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19769.00,19769.00,1798.00,190.85,,197.29,0.00,,,0.00,,0,,2186.14
12345678,3157965515.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19770.00,19770.00,1551.00,179.74,,170.18,0.00,,,1900.92,,1901,,0.00
12345678,3157965516.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19771.00,19771.00,1497.00,177.31,,164.26,0.00,,,1838.57,,1839,,0.00
12345678,3157965517.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19772.00,19772.00,1348.00,280.54,,147.91,0.00,,,1776.45,,1776,,0.00
12345678,3157965518.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19773.00,19773.00,2849.00,348.09,,312.61,0.00,,,3509.70,,3510,,0.00
12345678,3157965519.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19792.00,19792.00,35235.00,9605.00,,0.00,0.00,,,44840.00,,44840,,0.00
12345678,3157965520.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19796.00,19796.00,3386.00,235.29,,371.53,0.00,,,0.00,,0,,3992.82
12345678,3157965521.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19796.00,19796.00,3386.00,235.29,,371.53,0.00,,,0.00,,0,,3992.82
12345678,3157965522.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19798.00,19798.00,6177.00,7735.80,,0.00,0.00,,,13912.80,,13913,,0.00
12345678,3157965523.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19799.00,19799.00,9005.00,27321.30,,0.00,0.00,,,36326.30,,36326,,0.00
12345678,3157965524.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19800.00,19800.00,6418.00,508.69,,704.22,0.00,,,7630.91,,7631,,0.00
12345678,3157965525.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19800.00,19800.00,6418.00,508.69,,704.22,0.00,,,7630.91,,7631,,0.00
12345678,3157965526.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19807.00,19807.00,14442.00,6470.20,,0.00,0.00,,,20912.20,,20912,,0.00
12345678,3157965527.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19808.00,19808.00,7395.00,5442.00,,0.00,0.00,,,12837.00,,12837,,0.00
12345678,3157965528.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19809.00,19809.00,3405.00,373.08,,373.56,0.00,,,4151.64,,4152,,0.00
12345678,3157965529.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19813.00,19813.00,15617.00,28632.60,,0.00,156.17,,,44093.43,,44250,,0.00
12345678,3157965530.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19813.00,19813.00,15617.00,28632.60,,0.00,156.17,,,44093.43,,44250,,0.00
12345678,3157965531.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19818.00,19818.00,4099.00,7849.90,,0.00,0.00,,,0.00,,0,,11948.90
12345678,3157965532.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19820.00,19820.00,3567.00,4132.50,,0.00,0.00,,,0.00,,0,,7699.50
12345678,3157965533.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19820.00,19820.00,3567.00,4132.50,,0.00,0.00,,,0.00,,0,,7699.50
12345678,3157965534.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19820.00,19820.00,131.00,0.00,,0.00,0.00,,,0.00,,0,,131.00
12345678,3157965535.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19832.00,19832.00,,0.00,,,,,,,,,,
12345678,3157965536.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19832.00,19832.00,,0.00,,,,,,,,,,
12345678,3157965537.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19839.00,19839.00,3032.00,428.92,,332.69,0.00,,,3793.61,,3794,,0.00
12345678,3157965538.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19839.00,19839.00,3032.00,428.92,,332.69,0.00,,,3793.61,,3794,,0.00
12345678,3157965539.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19839.00,19839.00,2728.00,415.24,,299.33,0.00,,,3442.57,,3443,,0.00
12345678,3157965540.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19842.00,19842.00,24926.00,38569.00,,0.00,249.26,,,63245.74,,63495,,0.00
12345678,3157965541.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19842.00,19842.00,,0.00,,,,,,,,,,
12345678,3157965542.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19848.00,19848.00,11390.00,622.49,,1249.77,0.00,,,13262.26,,13262,,0.00
12345678,3157965543.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19852.00,19852.00,10527.00,5135.70,,0.00,0.00,,,15662.70,,15663,,0.00
12345678,3157965544.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19852.00,19852.00,10527.00,5135.70,,0.00,0.00,,,15662.70,,15663,,0.00
12345678,3157965545.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19865.00,19865.00,5394.00,4510.10,,0.00,0.00,,,9904.10,,9904,,0.00
12345678,3157965546.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19878.00,19878.00,16717.00,0.00,,0.00,0.00,,,16717.00,,16717,,0.00
12345678,3157965547.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19878.00,19878.00,,0.00,,,,,,,,,,
12345678,3157965548.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19878.00,19878.00,16717.00,0.00,,0.00,0.00,,,16717.00,,16717,,0.00
12345678,3157965549.00,19/07/2019,###############################################################################################################################################################################################################################################################,$,,19878.00,19878.00,,0.00,,,,,,,,,,
12345678,3621047431.00,15/07/2019,###############################################################################################################################################################################################################################################################,$,,18688.00,18688.00,16018.00,6487.20,,0.00,0.00,,,22505.20,,22505,,0.00
12345678,3621047432.00,15/07/2019,###############################################################################################################################################################################################################################################################,$,,18688.00,18688.00,,0.00,,,,,,,,,,
12345678,3621047433.00,15/07/2019,###############################################################################################################################################################################################################################################################,$,,18689.00,18689.00,16018.00,6487.20,,0.00,0.00,,,22505.20,,22505,,0.00
12345678,3621047434.00,15/07/2019,###############################################################################################################################################################################################################################################################,$,,18689.00,18689.00,,0.00,,,,,,,,,,
12345678,3621047435.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19402.00,19402.00,42902.00,7210.50,,0.00,0.00,,,50112.50,,50113,,0.00
12345678,3621047436.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19402.00,19402.00,,0.00,,,,,,,,,,
12345678,3621047437.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19402.00,19402.00,37147.00,6807.70,,0.00,0.00,,,43954.70,,43955,,0.00
12345678,3621047438.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19402.00,19402.00,,0.00,,,,,,,,,,
12345678,3621047439.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19403.00,19403.00,42902.00,7210.50,,0.00,0.00,,,50112.50,,50113,,0.00
12345678,3621047440.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19403.00,19403.00,,0.00,,,,,,,,,,
12345678,3621625974.00,15/07/2019,###############################################################################################################################################################################################################################################################,$,,18731.00,18731.00,2806.00,236.21,,307.89,0.00,,,3350.10,,3350,,0.00
12345678,3621625975.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,18992.00,18992.00,1975.00,198.82,,216.71,0.00,,,2390.53,,2391,,0.00
12345678,3621625976.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19641.00,19641.00,3045.00,3214.70,,0.00,0.00,,,6259.70,,6260,,0.00
12345678,3621625977.00,21/07/2019,###############################################################################################################################################################################################################################################################,$,,20149.00,20149.00,1476.00,1128.40,,0.00,0.00,,,2604.40,,2604,,0.00
